Product Type,Current stock ID,Product name,Condition,Brand,Model Number,Serial,paper_cart,Category,size,metal,weight,partners,Warehouse,unit,Vendor Doc Number,Supplier,dop,tags,Product Cost,Cost Code,Sale Price,MSRP,Quantity,Gallery Images,Thumbnail image,description,external_link,google_link,published,featured,Serial LTR,Age,Dial,Bezel,Band,Screw Count,Band Grade
Watch,W7171,W7171,Used,Rolex,69173,9402460,No,Datejust,26mm,Steel and Yellow Gold,56.80g,GCI,LA - Main,Per/Pc,BuyBk 912489,Fresno Coin Gallery,12/28/2021,,"3,000.00","10,920.00","4,550.00","9,550.00",1,,,Datejust 26 Quick Set Plastic Two Tone,,,1,0,9M,1985,Champagne Stick,Fluted YG,Jubilee, 6s, D
Watch,W7174,W7174,Used,Rolex,279174,2A744605,Yes,Datejust,28mm,Steel,67.30g,GCI,LA - Main,Per/Pc,12272021,"Ippuukishi Co., Ltd.",12/27/2021,,"6,100.00","22,204.00",0,"7,800.00",1,,,Datejust 28 New Style Steel,,,1,0,SCR,2018,White Roman, Fluted WG,Jubilee, 9s, A
Watch,W7183,W7183,New NS,Rolex,326933,3834Y954,Yes,Sky-Dweller,42mm,Steel and Yellow Gold,192.73g,GCI,LA - Main,Per/Pc,20211230_001,TMTime ,12/30/2021,,"22,000.00","80,080.00","24,000.00","18,800.00",1,,,Sky-dweller 42mm two tone jubilee,,,1,0,SCR,2021,White Index,Fluted YG, Oyster, 9s, A
Watch,W7186,W7186,Used,Rolex,16013,9161859,No,Datejust,36mm,Steel and Yellow Gold,49.30g,GCI,LA - Main,Per/Pc,INV0062,Vookum LLC,01-03-2022,,"4,100.00","14,924.00","6,000.00","12,000.00",1,,,Datejust 36mm two tone head only,,,1,0,9M,1985,Champagne Linen Stick,Fluted YG, Head only, HO, HO
Watch,W7187,W7187,Used,Rolex,18038,5801981,No,Day-Date,36mm,Yellow Gold,134.40g,GCI,LA - Main,Per/Pc,,Angel City,01-04-2022,,"14,500.00","52,780.00","20,000.00","33,950.00",1,,,Day Date 36mm Custom Dial and Bezel,,,1,0,5M,,Custom Black Diamond, Custom Diamond, President, 5s, C
Watch,W7191,W7191,Used,Rolex,16014,7529046,No,Datejust,36mm,Steel,92.10g,GCI,LA - Main,Per/Pc,204754,La Jolla Jewelry,01-06-2022,,"4,500.00","16,380.00","7,000.00","8,750.00",1,,,Datejust 36mm silver stick jubilee,,,1,0,7M,,Silver Stick, Fluted,Jubilee, 5s,B
Watch,W7192,W7192,Used,Rolex,16014,8845763,No,Datejust,36mm,Steel,89.80g,GCI,LA - Main,Per/Pc,204754,La Jolla Jewelry,01-06-2022,,"4,500.00","16,380.00","7,000.00","8,750.00",1,,,Datejust 36mm silver stick jubilee,,,1,0,8M,,Silver Stick, Fluted,Jubilee, 5s, C
Watch,W7196,W7196,Used,Rolex,16013,R422675,No,Datejust,36mm,Steel and Yellow Gold,50.10g,GCI,LA - Main,Per/Pc,INV0064,Vookum LLC,01-05-2022,,"4,100.00","14,924.00",0,"12,000.00",1,,,Datejust 36 Quick Set Plastic Two Tone,,,1,0,R,1988,Champagne Stick,Fluted YG, Head only, HO, HO
Watch,W7197,W7197,Used,Rolex,16013,8196534,No,Datejust,36mm,Steel and Yellow Gold,47.90g,GCI,LA - Main,Per/Pc,INV0064,Vookum LLC,01-05-2022,,"4,100.00","14,924.00",0,"12,000.00",1,,,Datejust 36 Quick Set Plastic Two Tone,,,1,0,8M,1983,Champagne Stick,Fluted YG, Head only, HO, HO
Watch,W7198,W7198,Used,Rolex,16013,7113366,No,Datejust,36mm,Steel and Yellow Gold,48.70g,GCI,LA - Main,Per/Pc,INV0064,Vookum LLC,01-05-2022,,"4,100.00","14,924.00",0,"12,000.00",1,,,Datejust 36 Quick Set Plastic Two Tone,,,1,0,7M,1981,Champagne Stick,Fluted YG, Head only, HO, HO
Watch,W7199,W7199,Used,Rolex,326235,63C77638,Yes,Sky-Dweller,42mm,Rose Gold,196.70g,GCI,LA - Main,Per/Pc,BuyBk 912492,Onyx Diamond USA Ltd.,01-10-2022,,"41,000.00","1,49,240.00","48,000.00","41,400.00",1,,,Sky-Dweller  42 Rose Gold,,,1,0,SCR,2020,White Index, Fluted RG," Oysterflex
", RBR, RBR
